CATEGORIE,DATE,QUART,PDQ,X,Y,LAT,LONG
Introduction,20150306,soir,33,294398.573,5043282.109,45.5293782423,-73.6331645251
Introduction,20150307,nuit,23,301567.396,5044799.708,45.5431042875,-73.5413955615
Introduction,20150307,nuit,7,291373.223,5042257.183,45.5201038767,-73.6718684013
Introduction,20150307,nuit,49,305118.576,5058822.042,45.6692884206,-73.4959112738
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150307,jour,48,303346.81,5051506.1,45.6034565243,-73.5186289701
Introduction,20150307,jour,39,293424.069,5050212.106,45.5917212795,-73.6458017961
Introduction,20150307,jour,39,293064.105,5049360.877,45.584055714,-73.6503948715
Introduction,20150307,jour,44,298432.357,5046729.894,45.5604511629,-73.5815668297
Introduction,20150307,jour,3,270689.688,5034777,45.4520905771,-73.9361012971
Introduction,20150307,jour,26,294405.808,5039472.687,45.49509968,-73.6329911407
Introduction,20150307,soir,21,300118.27,5041197.569,45.5106826128,-73.5599181157
Introduction,20150307,soir,26,294974.885,5038797.479,45.4890321158,-73.6256964419
Introduction,20150307,soir,44,299237.386,5045305.604,45.5476418111,-73.5712385607
Introduction,20150307,soir,20,298536.95,5040050.705,45.5003502433,-73.5801416378
Introduction,20150307,soir,23,300822.087,5045301.614,45.547616761,-73.5509437956
Introduction,20150307,soir,27,293473.89,5045407.999,45.5484933195,-73.6450519431
Introduction,20150307,soir,26,294566.369,5040754.908,45.5066400037,-73.6309635542
Introduction,20150307,soir,42,298008.406,5048116,45.5729197804,-73.587016713
Introduction,20150307,soir,26,294546.463,5039698.546,45.4971341346,-73.6311962185
Introduction,20150307,soir,35,297598.398,5043772.687,45.5338330556,-73.5922059651
Introduction,20150307,soir,38,298445.338,5042870.102,45.525719492,-73.5813504417
Introduction,20150307,soir,44,297382.585,5045635.585,45.5505938111,-73.5949973577
Introduction,20150307,soir,38,297810.285,5043007.584,45.5269505287,-73.5894821481
Introduction,20150307,soir,27,293203.473,5045435.947,45.5487403548,-73.6485157873
Introduction,20150308,nuit,8,287923.391,5036401.787,45.4673398172,-73.7158260686
Introduction,20150308,nuit,11,293424.042,5036094.911,45.4646896575,-73.6454743191
Introduction,20150308,nuit,8,287923.391,5036401.787,45.4673398172,-73.7158260686
Introduction,20150308,nuit,26,0,0,1,1
Introduction,20150308,nuit,13,295825.837,5033784.979,45.4439387454,-73.6147183861
Introduction,20150308,nuit,13,295825.837,5033784.979,45.4439387454,-73.6147183861
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150308,jour,44,298688.766,5048386.072,45.5753562792,-73.578303045
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150221,soir,16,301020.125,5034964.5,45.454600066,-73.5483279448
Introduction,20150308,jour,38,297740.177,5042608.941,45.5233626793,-73.5903739238
Introduction,20150308,jour,38,298717.041,5044105.841,45.5368415617,-73.5778875329
Introduction,20150308,jour,26,295090.876,5038820.61,45.4892418817,-73.6242129858
Introduction,20150308,jour,11,295199.926,5037855.061,45.4805549572,-73.6227989874
Introduction,20150308,jour,23,301746.862,5045206.271,45.5467634982,-73.5390999212
Introduction,20150308,jour,15,299609.102,5037700.016,45.4792064984,-73.5663975932
Introduction,20150308,soir,7,287476.549,5040571.585,45.5048503445,-73.7216875794
Introduction,20150308,soir,23,301415.538,5044865.438,45.5436950287,-73.5433406542
Introduction,20150308,soir,31,294568.499,5045252.563,45.5471115943,-73.6310302244
Introduction,20150308,soir,48,302088.081,5051218.946,45.6008688637,-73.5347634759
Introduction,20150308,soir,13,292746.891,5031348.477,45.4219675521,-73.6540173498
Introduction,20150308,soir,26,295023.622,5040583.225,45.5051016895,-73.625108511
Introduction,20150308,soir,13,293392.1307,5031581.704,45.4240770715,-73.6457777599
Introduction,20150308,soir,46,299873.307,5050818.004,45.597248911,-73.5631501018
Introduction,20150308,soir,42,299127.168,5050538.115,45.5947247054,-73.5727108139
Introduction,20150308,soir,20,299344.836,5040364.062,45.5031767479,-73.5698074666
Introduction,20150309,nuit,8,290048.313,5032930.5,45.436151683,-73.6885476093
Introduction,20150309,nuit,7,290129.594,5040816,45.5071105258,-73.6877441689
Introduction,20150309,jour,8,289167.375,5033574.5,45.4419275613,-73.6998276414
Introduction,20150309,jour,38,298477.384,5042189.777,45.5195979536,-73.5809314212
Introduction,20150309,jour,8,290796.125,5032511,45.4323921916,-73.6789776204
Introduction,20150309,jour,15,298324.506,5037259.025,45.4752275249,-73.5828232336
Introduction,20150309,jour,44,298185.855,5046939.752,45.5623372358,-73.5847272516
Introduction,20150309,jour,8,292874.469,5033808.5,45.4441062781,-73.6524467216
Introduction,20150309,jour,44,298885.677,5046531.401,45.5586690554,-73.5757575961
Introduction,20150309,jour,21,299987.934,5041653.569,45.5147850005,-73.5615906676
Introduction,20150309,jour,8,291273.875,5033574,45.4419669941,-73.6729009376
Introduction,20150309,jour,35,296750.1,5044028.581,45.5361264001,-73.6030713681
Introduction,20150309,jour,45,296862.71,5055132.771,45.6360463546,-73.601809967
Introduction,20150309,jour,48,302455.202,5051886.595,45.6068778844,-73.5300606439
Introduction,20150309,jour,38,298591.337,5041046.71,45.5093131995,-73.579458313
Introduction,20150309,jour,35,296750.1,5044028.581,45.5361264001,-73.6030713681
Introduction,20150309,soir,48,303874.116,5050149.609,45.5912513396,-73.5118666701
Introduction,20150309,soir,38,299056.225,5042036.055,45.5182197109,-73.5735202841
Introduction,20150309,soir,44,298440.866,5047357.374,45.5660975101,-73.5814659934
Introduction,20150309,soir,26,294486.865,5039109.041,45.4918286427,-73.6319463975
Introduction,20150309,soir,15,299947.252,5038110.871,45.4829059929,-73.5620763257
Introduction,20150309,soir,7,289353.171,5040871.688,45.5075948642,-73.6976821195
Introduction,20150310,nuit,33,295086.847,5042996.026,45.5268138938,-73.6243472297
Introduction,20150310,nuit,33,294641.451,5043181.928,45.5284803594,-73.6300530042
Introduction,20150310,nuit,11,293530.923,5036963.208,45.4725047225,-73.6441274539
Introduction,20150310,jour,38,298020.225,5043054.268,45.5273726829,-73.5867951509
Introduction,20150310,jour,21,299979.7,5041147.401,45.5102302364,-73.5616910799
Introduction,20150310,jour,33,295012.396,5042817.027,45.5252021527,-73.625296769
Introduction,20150310,jour,33,294448.558,5043404.511,45.5304804041,-73.6325271792
Introduction,20150310,jour,15,299580.976,5038629.416,45.487569453,-73.5667672351
Introduction,20150310,jour,39,295243.488,5053686.843,45.6230151945,-73.6225509896
Introduction,20150310,jour,39,295732.688,5052503.5,45.6123737591,-73.6162555845
Introduction,20150310,jour,39,295732.688,5052503.5,45.6123737591,-73.6162555845
Introduction,20150310,soir,33,293621.62,5043460.884,45.5309748955,-73.6431155346
Introduction,20150310,soir,27,292125.732,5046976.898,45.5625875325,-73.6623582007
Introduction,20150310,soir,15,297565.401,5035726.63,45.4614308568,-73.5925098107
Introduction,20150310,soir,38,298732.104,5042496.082,45.52235647,-73.5776747228
Introduction,20150310,soir,16,299168.094,5035076,45.4555909259,-73.5720085214
Introduction,20150310,soir,23,301358.038,5045265.81,45.5472974385,-73.5440798015
Introduction,20150310,soir,30,296417.201,5046514.055,45.5584876257,-73.6073763913
Introduction,20150310,soir,42,296144.625,5050538.5,45.594697442,-73.6109391324
Introduction,20150310,soir,38,299728.189,5044084.1,45.536654022,-73.5649403576
Introduction,20150310,soir,44,300199.479,5046224.767,45.5559197792,-73.5589260031
Introduction,20150310,soir,42,298053.895,5049518.178,45.5855374404,-73.5864532506
Introduction,20150311,nuit,35,295832.307,5043693.575,45.5331006872,-73.6148166837
Introduction,20150311,nuit,38,298597.71,5041897.076,45.5169651944,-73.5793875092
Introduction,20150311,nuit,48,299830.589,5049234.822,45.5830026811,-73.5636815465
Introduction,20150311,nuit,38,298664.609,5042000.078,45.5178926394,-73.5785325115
Introduction,20150311,nuit,26,294535.6341,5041491.491,45.5132676173,-73.6313722974
Introduction,20150311,jour,48,302510.888,5051771.666,45.6058439084,-73.5293462023
Introduction,20150311,jour,31,296126.892,5045445.075,45.5488650316,-73.6110760403
Introduction,20150311,jour,48,301150.904,5048553.457,45.5768797294,-73.546757014
Introduction,20150311,jour,8,291618.5,5033575,45.4419825758,-73.668495732
Introduction,20150311,jour,8,287945.304,5033190.291,45.4384418735,-73.7154357815
Introduction,20150311,jour,48,300761.679,5049235.234,45.5830124166,-73.5517499097
Introduction,20150311,jour,42,298232.227,5050251.82,45.5921406667,-73.584177745
Introduction,20150311,jour,26,294743.641,5038278.699,45.4843606148,-73.6286442009
Introduction,20150311,jour,39,295172.063,5053017.5,45.6169913099,-73.6234537103
Introduction,20150311,jour,23,300645.787,5045701.614,45.551215073,-73.5532050052
Introduction,20150311,soir,39,294525.469,5049840.5,45.5883946131,-73.6316777127
Introduction,20150311,soir,31,295811.586,5045920.07,45.5531351985,-73.6151228652
Introduction,20150311,soir,13,297443.969,5032486,45.4322687569,-73.5940141235
Introduction,20150311,soir,30,296756.901,5047909.981,45.5710526189,-73.6030480986
Introduction,20150311,soir,48,302027.682,5051529.288,45.603661167,-73.5355394799
Introduction,20150311,soir,31,295952.381,5046174.568,45.555427059,-73.6133241807
Introduction,20150311,soir,23,302407.19,5045943.617,45.5534009803,-73.5306470573
Introduction,20150311,soir,33,294641.451,5043181.928,45.5284803594,-73.6300530042
Introduction,20150311,soir,33,294963.475,5043117.935,45.527909146,-73.6259290749
Introduction,20150311,soir,31,295639.087,5044365.595,45.5391452511,-73.6173031175
Introduction,20150311,soir,38,298888.298,5043145.589,45.5282023275,-73.5756831325
Introduction,20150311,soir,38,298393.803,5042787.583,45.5249764824,-73.5820090975
Introduction,20150311,soir,27,292929.657,5048929.94,45.5801757439,-73.6521073378
Introduction,20150311,soir,31,295863.067,5044271.196,45.5382987244,-73.6144333944
Introduction,20150311,soir,48,301225.094,5049393.105,45.584435523,-73.5458125387
Introduction,20150311,soir,39,295421.283,5053286.642,45.6194165196,-73.6202632843
Introduction,20150311,soir,23,302155.397,5046434.115,45.5578137401,-73.5338746676
Introduction,20150312,nuit,30,296808.17,5047461.124,45.5670142544,-73.6023839036
Introduction,20150312,nuit,46,301303.689,5051363.602,45.6021670154,-73.544819453
Introduction,20150312,nuit,22,300646.601,5042668.59,45.5239228004,-73.5531688525
Introduction,20150312,nuit,22,300757.711,5042597.38,45.5232826779,-73.5517459147
Introduction,20150312,nuit,48,302772.397,5047704.112,45.569243667,-73.5259767939
Introduction,20150312,jour,20,299039.837,5039488.408,45.4952947859,-73.5737001285
Introduction,20150312,jour,46,301302.041,5051785.999,45.6059678484,-73.5448436069
Introduction,20150312,jour,33,294641.451,5043181.928,45.5284803594,-73.6300530042
Introduction,20150312,jour,8,292011.094,5033245,45.4390203657,-73.6634687493
Introduction,20150312,jour,31,295644.296,5045656.745,45.5507635329,-73.6172605697
Introduction,20150312,jour,42,298643.929,5048435.91,45.5758043416,-73.5788781673
Introduction,20150312,jour,38,299190.813,5041656.576,45.5148061022,-73.5717932176
Introduction,20150312,soir,3,278945.938,5041457.5,45.5125580302,-73.8308986772
Introduction,20150312,soir,27,0,0,1,1
Introduction,20150312,soir,48,301219.015,5048441.45,45.5758722094,-73.5458834658
Introduction,20150312,soir,31,296002.687,5044647.362,45.5416853763,-73.6126523861
Introduction,20150312,soir,31,296002.687,5044647.362,45.5416853763,-73.6126523861
Introduction,20150312,soir,22,300050.194,5043311.595,45.5297049999,-73.5608098596
Introduction,20150312,soir,42,296487.25,5048769,45.5787791618,-73.6065174706
Introduction,20150312,soir,42,299163.656,5049422.5,45.5846863793,-73.5722302567
Introduction,20150312,soir,38,298330.749,5041882.262,45.5168294663,-73.5828043334
Introduction,20150312,soir,20,299312.775,5040178.335,45.501505246,-73.5702156601
Introduction,20150312,soir,44,298432.357,5046729.894,45.5604511629,-73.5815668297
Introduction,20150312,soir,11,293191.792,5035703.083,45.4611599865,-73.6484350401
Introduction,20150312,soir,15,297810.068,5034846.728,45.4535155572,-73.5893687158
Introduction,20150312,soir,16,298863.594,5035625,45.4605285782,-73.5759084276
Introduction,20150312,soir,15,299609.102,5037700.016,45.4792064984,-73.5663975932
Introduction,20150313,jour,42,298107,5051449.5,45.6029165216,-73.5857991738
Introduction,20150313,jour,33,294128.015,5043325.628,45.5297657516,-73.6366292889
Introduction,20150313,jour,33,295163.791,5043181.905,45.5284875699,-73.6233658555
Introduction,20150226,soir,10,290193.5,5044529.516,45.5405273814,-73.6870370341
Introduction,20150313,jour,15,298005.222,5037214.371,45.4748226735,-73.5869063359
Introduction,20150313,jour,13,294314.125,5031861.5,45.4266092526,-73.6340018602
Introduction,20150313,jour,39,295646.406,5052618,45.6134029262,-73.6173639867
Introduction,20150313,jour,22,300140.468,5042275.38,45.520381342,-73.5596442642
Introduction,20150313,jour,33,295061.832,5042935.462,45.5262685674,-73.6246662657
Introduction,20150313,jour,45,298003.503,5056365.605,45.6471517453,-73.5871944772
Introduction,20150313,jour,8,293654.613,5034055.733,45.446343877,-73.6424795993
Introduction,20150313,jour,23,302155.397,5046434.115,45.5578137401,-73.5338746676
Introduction,20150313,jour,27,293177.326,5045371.801,45.5481627122,-73.6488491252
Introduction,20150313,soir,27,291668.536,5044572.76,45.5409458691,-73.6681503636
Introduction,20150313,soir,38,298840.921,5041404.567,45.5125355206,-73.5762684952
Introduction,20150313,soir,39,296141.017,5052625.757,45.6134790646,-73.611022418
Introduction,20150313,soir,44,297696.818,5046764.241,45.5607531124,-73.5909892626
Introduction,20150313,soir,11,293551.9,5036329.011,45.4667982678,-73.6438446497
Introduction,20150313,soir,23,302375.198,5046522.116,45.5586064034,-73.5310596776
Introduction,20150313,soir,20,299312.775,5040178.335,45.501505246,-73.5702156601
Introduction,20150314,nuit,13,293392.1307,5031581.704,45.4240770715,-73.6457777599
Introduction,20150314,nuit,20,298848.786,5039959.609,45.4995332524,-73.5761503004
Introduction,20150314,jour,27,293167.839,5048729.55,45.5783766018,-73.6490504979
Introduction,20150314,jour,44,298897.886,5045231.1,45.5469686037,-73.5755855229
Introduction,20150314,jour,31,296126.892,5045445.075,45.5488650316,-73.6110760403
Introduction,20150314,jour,38,299097.978,5043852.35,45.5345637771,-73.573006985
Introduction,20150314,jour,38,296557.528,5042643.534,45.5236609799,-73.6055137608
Introduction,20150314,jour,42,299163.656,5049422.5,45.5846863793,-73.5722302567
Introduction,20150314,jour,3,278814.5,5040870.5,45.5072711618,-73.8325497792
Introduction,20150314,jour,26,294546.463,5039698.546,45.4971341346,-73.6311962185
Introduction,20150314,jour,21,302377.872,5041322.347,45.5118169255,-73.5309997075
Introduction,20150314,soir,39,295293.737,5054154.659,45.6272253937,-73.6219157312
Introduction,20150314,soir,16,300950.813,5034884.5,45.4538798073,-73.5492135134
Introduction,20150314,soir,26,294404.769,5039787.325,45.4979309082,-73.6330110998
Introduction,20150314,soir,3,278814.375,5041131.5,45.5096197056,-73.8325652089
Introduction,20150314,soir,42,298605.5,5050975.5,45.5986559638,-73.5794027725
Introduction,20150314,soir,42,298583.188,5049565,45.5859636903,-73.5796708134
Introduction,20150314,soir,12,298605.254,5039325.051,45.4938211057,-73.5792584635
Introduction,20150314,soir,44,298158.386,5045330.094,45.5478527276,-73.5850572757
Introduction,20150314,soir,31,0,0,1,1
Introduction,20150314,soir,23,301777.036,5045402.472,45.5485291165,-73.5387147108
Introduction,20150314,soir,30,297255.986,5047180.101,45.5644905178,-73.5966425732
Introduction,20150315,nuit,21,300174.275,5041470.337,45.5131374652,-73.5592039215
Introduction,20150315,nuit,12,298437.069,5039464.514,45.4950745411,-73.5814121067
Introduction,20150315,nuit,15,297421.035,5034906.283,45.4540474628,-73.5943435252
Introduction,20150315,nuit,44,297789.615,5045682.341,45.5510187538,-73.5897850625
Introduction,20150315,nuit,33,294240.477,5043645.152,45.5326426568,-73.6351963739
Introduction,20150315,nuit,15,299583.787,5038527.12,45.4866489687,-73.566730187
Introduction,20150315,nuit,33,294211.505,5043579.345,45.5320500622,-73.6355658864
Introduction,20150315,jour,30,297255.986,5047180.101,45.5644905178,-73.5966425732
Introduction,20150315,jour,22,300495.992,5043391.597,45.5304277842,-73.5551031925
Introduction,20150315,jour,38,298819.945,5041327.335,45.511840376,-73.5765360186
Introduction,20150315,jour,30,297255.986,5047180.101,45.5644905178,-73.5966425732
Introduction,20150315,jour,8,290206.563,5033892,45.4448070438,-73.68655347
Introduction,20150315,soir,8,290621.125,5032891.5,45.4358125923,-73.6812251689
Introduction,20150315,soir,35,297336.687,5045559.186,45.5499058563,-73.5955840229
Introduction,20150315,soir,30,297125.342,5046556.737,45.5588798583,-73.5983064025
Introduction,20150315,soir,39,0,0,1,1
Introduction,20150315,soir,23,301671.225,5045040.668,45.5452730071,-73.5400675053
Introduction,20150315,soir,38,299275.595,5043353.093,45.5300727052,-73.5707272005
Introduction,20150315,soir,38,298708.411,5041826.076,45.5163272839,-73.5779696876
Introduction,20150315,soir,31,296126.892,5045445.075,45.5488650316,-73.6110760403
Introduction,20150315,soir,20,299344.836,5040364.062,45.5031767479,-73.5698074666
Introduction,20150315,soir,27,291486.456,5045712.05,45.5511941119,-73.6705129061
Introduction,20150315,soir,26,295508.96,5040373.601,45.5032220405,-73.6188936738
Introduction,20150315,soir,13,295019.8313,5031768.693,45.4257843498,-73.6249816261
Introduction,20150316,nuit,20,299312.775,5040178.335,45.501505246,-73.5702156601
Introduction,20150316,nuit,21,300576.298,5040586.477,45.5051866756,-73.5540508824
Introduction,20150316,nuit,27,292995.241,5044963.319,45.5444839939,-73.6511711887
Introduction,20150316,jour,12,298353.531,5039536.879,45.4957249459,-73.5824819039
Introduction,20150316,jour,23,301343.066,5045816.637,45.5522539005,-73.5442754331
Introduction,20150316,jour,39,293785.769,5050837.614,45.5973555845,-73.6411801258
Introduction,20150316,jour,20,299152.181,5039629.302,45.4965635296,-73.5722643323
Introduction,20150316,jour,38,298805.309,5041976.578,45.517682401,-73.5767312771
Introduction,20150316,jour,21,300213.207,5040846.064,45.5075202554,-73.5586997977
Introduction,20150316,jour,8,291616.325,5032250.277,45.4300620184,-73.6684880563
Introduction,20150316,jour,33,295015.115,5043243.569,45.5290403739,-73.6252704807
Introduction,20150316,jour,44,299243.436,5046080.129,45.5546113043,-73.5711698761
Introduction,20150316,jour,33,295312.653,5042830.922,45.5253313365,-73.6214532837
Introduction,20150316,jour,27,293147.536,5048699.23,45.5781034342,-73.6493099296
Introduction,20150316,soir,23,302051.176,5045806.982,45.5521701765,-73.5352061082
Introduction,20150316,soir,16,299431.844,5036541,45.4687757876,-73.5686522623
Introduction,20150316,soir,44,299246.474,5048055.079,45.5723825757,-73.5711533949
Introduction,20150316,soir,13,291928.856,5032408.195,45.4314888664,-73.6644980384
Introduction,20150316,soir,11,294107.951,5036126.003,45.4649802411,-73.6367292791
Introduction,20150316,soir,22,299948.989,5043751.099,45.5336591267,-73.5621098987
Introduction,20150316,soir,13,295548.656,5031054.5,45.4193648511,-73.6182103316
Introduction,20150316,soir,44,299494.654,5045583.076,45.5501406088,-73.567946825
Introduction,20150316,soir,23,301825.195,5044603.173,45.5413369422,-73.5380930868
Introduction,20150316,soir,44,299645.492,5045194.419,45.5466444688,-73.5660109145
Introduction,20150316,soir,26,294455.448,5038871.29,45.489688793,-73.6323433355
Introduction,20150316,soir,16,299179.469,5036555.5,45.4689042801,-73.5718799985
Introduction,20150316,soir,15,299138.296,5038184.584,45.4835632037,-73.5724253286
Introduction,20150316,soir,48,301702.345,5047432.195,45.5667929294,-73.5396841228
Introduction,20150317,nuit,42,296209.031,5050498,45.5943338107,-73.6101129057
Introduction,20150317,nuit,33,293343.435,5043714.287,45.533250588,-73.6466830213
Introduction,20150317,jour,7,289040.982,5042087.775,45.5185306673,-73.7017164489
Introduction,20150317,jour,33,295044.415,5043311.069,45.5296481744,-73.6248967142
Introduction,20150317,jour,8,291757.844,5033360,45.4400505139,-73.6667088434
Introduction,20150317,jour,46,300199.717,5051626.281,45.6045242424,-73.5589738164
Introduction,20150317,jour,21,300341.247,5041950.29,45.5174573649,-73.5570712398
Introduction,20150317,jour,8,290615.281,5033348.5,45.4399247829,-73.6813130325
Introduction,20150317,jour,23,301068.99,5046035.613,45.5542229082,-73.5477873898
Introduction,20150317,jour,48,303046.067,5047573.313,45.5680674385,-73.5224701803
Introduction,20150317,jour,24,295814.313,5042424,45.5216763453,-73.6150237811
Introduction,20150317,jour,3,279719.938,5041294,45.5111150781,-73.8209842704
Introduction,20150317,jour,23,302155.397,5046434.115,45.5578137401,-73.5338746676
Introduction,20150317,jour,16,0,0,1,1
Introduction,20150317,soir,10,289907.68,5044078.734,45.5364650477,-73.6906832438
Introduction,20150317,jour,8,290093.518,5032686.592,45.4339578318,-73.6879625417
Introduction,20150317,jour,8,290137.433,5032772.177,45.4347288898,-73.6874038191
Introduction,20150317,jour,27,292974.375,5048406.537,45.5754667784,-73.6515216529
Introduction,20150317,soir,48,300284.542,5049459.193,45.5850247329,-73.5578663491
Introduction,20150317,soir,44,298852.17,5047412.078,45.5665933904,-73.5761975046
Introduction,20150317,soir,26,295226.054,5039934.684,45.4992686589,-73.6225053334
Introduction,20150317,soir,44,299338.376,5047360.584,45.5661340157,-73.5699681611
Introduction,20150317,soir,7,289925.137,5042991.448,45.5266816566,-73.6904267034
Introduction,20150317,soir,48,300284.542,5049459.193,45.5850247329,-73.5578663491
Introduction,20150317,soir,3,279719.938,5041294,45.5111150781,-73.8209842704
Introduction,20150317,soir,12,298503.743,5039047.837,45.4913257042,-73.580553685
Introduction,20150317,soir,3,279719.938,5041294,45.5111150781,-73.8209842704
Introduction,20150317,soir,3,277733.688,5038853.5,45.4890805405,-73.8462699731
Introduction,20150317,soir,31,294952.003,5044651.067,45.5417046548,-73.6261067718
Introduction,20150317,soir,12,297999.369,5039581.078,45.4961193057,-73.5870139775
Introduction,20150317,soir,11,293332.069,5035948.446,45.4633701938,-73.6466470373
Introduction,20150317,soir,23,301567.396,5044799.708,45.5431042875,-73.5413955615
Introduction,20150318,nuit,39,294285.073,5051898.779,45.606911941,-73.6348029439
Introduction,20150318,nuit,45,297018.453,5055056.79,45.6353644246,-73.5998110733
Introduction,20150318,nuit,3,0,0,1,1
Introduction,20150318,nuit,39,294295.389,5049822.41,45.5882283975,-73.6346260056
Introduction,20150318,nuit,38,298708.411,5041826.076,45.5163272839,-73.5779696876
Introduction,20150318,nuit,23,302155.397,5046434.115,45.5578137401,-73.5338746676
Introduction,20150318,nuit,42,298325.813,5048629.5,45.5775434362,-73.5829567706
Introduction,20150312,soir,39,295852.656,5053154,45.6182286656,-73.6147293658
Introduction,20150318,jour,42,297029.938,5051152,45.6002283349,-73.5996015337
Introduction,20150318,jour,27,292422.401,5048078.323,45.5725038162,-73.6585857526
Introduction,20150318,jour,42,296502.531,5049673.5,45.5869182961,-73.6063370281
Introduction,20150318,jour,38,299056.225,5042036.055,45.5182197109,-73.5735202841
Introduction,20150318,jour,27,293027.89,5046693.922,45.560057068,-73.6507947279
Introduction,20150318,jour,39,294439.938,5050974,45.5985928754,-73.6327979229
Introduction,20150318,jour,31,295606.801,5044287.147,45.5384389229,-73.6177150575
Introduction,20150318,jour,45,296898.678,5054102.256,45.6267739713,-73.6013319022
Introduction,20150318,jour,45,298995.613,5057268.199,45.6552824614,-73.5744771499
Introduction,20150318,jour,31,295762.48,5044570.92,45.5409944496,-73.6157268956
Introduction,20150318,soir,27,293027.89,5046693.922,45.560057068,-73.6507947279
Introduction,20150318,soir,15,297831.079,5037493.038,45.4773285317,-73.5891376043
Introduction,20150318,soir,8,291222.5,5032793.5,45.4349426759,-73.6735361177
Introduction,20150318,soir,30,295937.849,5048589.055,45.5771531827,-73.6135540785
Introduction,20150318,soir,31,294735.999,5045184.564,45.5465021566,-73.6288837346
Introduction,20150318,soir,45,300097.292,5058262.631,45.6642388776,-73.5603509266
Introduction,20150318,soir,23,301244.997,5045014.664,45.5450369688,-73.5455256468
Introduction,20150318,soir,35,295614.711,5043449.573,45.5309022339,-73.6175980639
Introduction,20150318,soir,38,299674.89,5043857.099,45.5346109924,-73.5656204311
Introduction,20150318,nuit,42,298128.094,5050891,45.5978911927,-73.5855211297
Introduction,20150319,nuit,48,301702.345,5047432.195,45.5667929294,-73.5396841228
Introduction,20150319,nuit,23,301327.247,5045084.087,45.5456620769,-73.5444728397
Introduction,20150319,nuit,31,295409.053,5044461.348,45.5400038078,-73.6202504734
Introduction,20150319,nuit,48,302772.397,5047704.112,45.569243667,-73.5259767939
Introduction,20150319,nuit,16,299168.094,5035076,45.4555909259,-73.5720085214
Introduction,20150319,jour,15,300031.845,5037222.451,45.474912161,-73.5609855884
Introduction,20150319,jour,42,0,0,1,1
Introduction,20150319,jour,13,294957.656,5033469,45.441083722,-73.6258101589
Introduction,20150319,jour,7,289310.419,5038392.202,45.485282542,-73.6981509718
Introduction,20150319,jour,33,294988.016,5043178.568,45.52845509,-73.6256161115
Introduction,20150319,jour,48,302279.011,5048100.977,45.5728131735,-73.532299893
Introduction,20150319,jour,44,298007.586,5045431.092,45.5487600884,-73.5869899284
Introduction,20150319,jour,15,298836.78,5037648.543,45.4787371512,-73.5762758522
Introduction,20150319,jour,39,294287.506,5051955.769,45.6074247875,-73.6347729806
Introduction,20150319,jour,42,299180.094,5049283.709,45.5834376299,-73.5720180056
Introduction,20150319,jour,39,294287.506,5051955.769,45.6074247875,-73.6347729806
Introduction,20150319,soir,45,295805.454,5054360.638,45.6290856518,-73.6153568889
Introduction,20150319,soir,44,298401.966,5047295.375,45.5655392667,-73.5819635241
Introduction,20150319,soir,49,305662.017,5061755.884,45.6956870973,-73.4889313397
Introduction,20150319,soir,8,293207.488,5033756.403,45.4436430857,-73.6481884527
Introduction,20150319,soir,3,0,0,1,1
Introduction,20150319,soir,48,302447.382,5049512.199,45.5855123741,-73.5301494539
Introduction,20150319,soir,13,295982.969,5032067,45.4284814792,-73.6126789715
Introduction,20150319,soir,7,290179.334,5042045.268,45.5181729748,-73.6871442831
Introduction,20150319,soir,23,301535.728,5044726.987,45.5424497697,-73.5418006054
Introduction,20150320,jour,31,295251.425,5044053.409,45.5363308856,-73.6222609298
Introduction,20150320,jour,42,299180.094,5049283.709,45.5834376299,-73.5720180056
